Radius_mm,Speed_mms,Ext_O2,Ext_NO3,Lifespan_Days,Initial_POC_mmol,N2O_Total_mmol_lifetime,N2_Total_mmol_lifetime,Avg_Anoxic_Core_Frac,N2O_Internal_mmol_lifetime,N2O_Plume_mmol_lifetime,N2O_Yield_per_C,Frac_Oxic_Core,Frac_Den1_Core,Frac_Den2_Core,Frac_Den3_Core,Frac_Oxic_Plume,Frac_Den1_Plume,Frac_Den2_Plume,Frac_Den3_Plume,Plume_N2O_Ammox,Plume_N2O_Denit,Internal_N2O_Ammox,Internal_N2O_Denit,O2_Flux_In_mmol_lifetime,NO3_Flux_In_mmol_lifetime,DOC_Leakage_mmol_lifetime,Oxic_Total,Denit1_Total,Denit2_Total,Denit3_Total
0.41,1.335308583145799,22.5,10.0,92.10340371976181,5.90616095122549e-05,-1.483136315982847e-07,4.2597551441758696e-07,0.997567355632782,-2.6282214182771213e-09,-1.4568499295819493e-07,-0.072471275203532,0.5932319871008919,0.13561495871633164,0.1393859750734921,0.13176707910928442,0.6516798657017496,0.1339832067469748,0.12137446612095643,0.09296246143031915,8.360779950311592e-12,-1.4569363315786177e-07,4.3205884325185715e-15,-2.62822585916922e-09,1.2568168727966622e-08,5.738681529976475e-09,5.9042253269581124e-05,1.3325594432345156e-06,2.742293312429922e-07,2.487368828685277e-07,1.9098678727402785e-07
0.41,1.335308583145799,37.5,10.0,92.10340371976181,5.90616095122549e-05,-1.8529152612245525e-07,4.4675633148472116e-07,0.9968160390853882,-3.069925869070289e-09,-1.822216830760226e-07,-0.06685537439861229,0.7019908462735531,0.09706515567788646,0.09997940271180554,0.1009645953367549,0.7512669664476648,0.09229889198895112,0.08440716322047209,0.07202697834291202,8.167250729884667e-12,-1.822298116849197e-07,4.990125625675733e-15,-3.0699305320069925e-09,2.1151008056108367e-08,5.842718753257259e-09,5.9034220612375066e-05,2.0808287235496437e-06,2.5593840691229275e-07,2.343585159270134e-07,2.004079495687705e-07
0.41,1.335308583145799,50.0,10.0,92.10340371976181,5.90616095122549e-05,-2.101726295222761e-07,4.608380379522714e-07,0.9963053464889526,-3.399201586873346e-09,-2.067735778155111e-07,-0.06302137915757638,0.7543249005135966,0.07871547960819118,0.08119047227357534,0.08576914760463693,0.7977602695002386,0.07323875410414916,0.06724435212173038,0.061756624273881795,8.152864668098392e-12,-2.0678102430338186e-07,5.508926529605414e-15,-3.399207360033074e-09,2.8395239937140104e-08,5.920211876286885e-09,5.902747216168791e-05,2.6590143100690966e-06,2.44431919815824e-07,2.2472719440891353e-07,2.067661712956692e-07
0.57,1.6058781906016286,1.0,10.0,92.10340371976181,8.319934085294116e-05,-1.4434898787385464e-07,5.890543093300948e-07,1.0,-3.380743018865928e-09,-1.4096812606112508e-07,-0.12110328267505034,0.06420100220361591,0.3281769739576926,0.3357025405224337,0.2719194833162578,0.07495920876528547,0.3728867950304721,0.3322451747971917,0.21990882140705073,2.003660085070358e-11,-1.4098790757088864e-07,7.555897266642731e-15,-3.3807507904271006e-09,1.047619213601081e-09,1.0655112347990325e-08,8.318344771396369e-05,8.919100302762217e-08,4.4381178110342034e-07,3.9607162083399317e-07,2.6288022514364684e-07
0.57,1.6058781906016286,2.0,10.0,92.10340371976181,8.319934085294116e-05,-1.495357793146468e-07,5.901081863157742e-07,0.9993392825126648,-3.5094276373826006e-09,-1.4602628084503522e-07,-0.11715407508641615,0.12037584618462266,0.30720837735584033,0.31435607829490303,0.258059698164634,0.14130255480342108,0.3450948391766875,0.30771575410129365,0.2058868519185978,1.7614961572709475e-11,-1.460443144196688e-07,7.761001212622676e-15,-3.509434964854563e-09,2.101685714350765e-09,1.0677655204460734e-08,8.31824290798977e-05,1.800323008449567e-07,4.3988878450917923e-07,3.928736629355001e-07,2.6361019100917815e-07
0.57,1.6058781906016286,3.0,10.0,92.10340371976181,8.319934085294116e-05,-1.562247575748188e-07,5.932693056820426e-07,0.9990825057029724,-3.6290612737133188e-09,-1.5259570318448823e-07,-0.1148549339184036,0.16987042651460565,0.2888237801691716,0.29563374410941906,0.2456720492068037,0.1985132346662345,0.3204660954552448,0.286667587449962,0.19435308242855867,1.619217954162977e-11,-1.5261188934800884e-07,7.841388874481846e-15,-3.629069045274491e-09,3.1597873206834493e-09,1.0700162533794355e-08,8.318139589391649e-05,2.695385485917967e-07,4.3536761085150033e-07,3.9007165231197405e-07,2.652118928914149e-07
0.57,1.6058781906016286,4.0,10.0,92.10340371976181,8.319934085294116e-05,-1.6055993512509303e-07,5.945504426563275e-07,0.9988992214202881,-3.730094899623282e-09,-1.5682978471431852e-07,-0.11134856679040919,0.21386627052793106,0.27264367354216845,0.27916172958257257,0.23432832634732795,0.24830121140209827,0.2992336394066273,0.26866851531903024,0.18379663387224424,1.5249716420195902e-11,-1.5684460663578648e-07,7.914045666631425e-15,-3.730102449139849e-09,4.2209928885483805e-09,1.0721955767678537e-08,8.318035543197766e-05,3.574306286502349e-07,4.310116903383232e-07,3.8759384057840407e-07,2.6592027024818776e-07
0.57,1.6058781906016286,5.0,10.0,92.10340371976181,8.319934085294116e-05,-1.6750321663039358e-07,5.987448616906477e-07,0.9987423419952393,-3.8373144661818515e-09,-1.6366583110993815e-07,-0.10991307395705496,0.2531332281659661,0.25814621286051387,0.26440734112809766,0.22431321784542238,0.29166386508607484,0.28044449542518646,0.252700303571437,0.17519133591730168,1.4573994788769085e-11,-1.636808235616627e-07,7.993661681475646e-15,-3.8373233479660485e-09,5.284791715354231e-09,1.0742912337491362e-08,8.317934407386929e-05,4.437627900699681e-07,4.269686684210683e-07,3.853239607387593e-07,2.6790357399164577e-07
0.57,1.6058781906016286,7.5,10.0,92.10340371976181,8.319934085294116e-05,-1.8298291593055183e-07,6.081962169446342e-07,0.998407244682312,-4.083741345084491e-09,-1.7889914261104423e-07,-0.10610887478236448,0.33520365829050336,0.22800682441131773,0.23372817808999669,0.2030613392081822,0.3796506054760676,0.24266950069208612,0.2203327606943943,0.15734713313745197,1.3507045308613908e-11,-1.789134103091783e-07,8.222130184272654e-15,-4.083749338690268e-09,7.953725678078172e-09,1.079178524321378e-08,8.317677566083148e-05,6.537543133511292e-07,4.181668411540329e-07,3.802446233436285e-07,2.7231485111300913e-07
0.57,1.6058781906016286,10.0,10.0,92.10340371976181,8.319934085294116e-05,-2.0173382608845714e-07,6.216571364348056e-07,0.9981432557106018,-4.282046273118567e-09,-1.9745176871310832e-07,-0.10497893877454431,0.4003053948366879,0.20442734927419343,0.20970677772294866,0.18556047816616997,0.4463793397853673,0.2138856718175052,0.195333970048394,0.1444010183487335,1.2896569229203791e-11,-1.9746411794585583e-07,8.478343251256976e-15,-4.282055154902764e-09,1.0634027880485064e-08,1.0836714636752731e-08,8.317422907566652e-05,8.56691928063924e-07,4.107904181260835e-07,3.7570824051869067e-07,2.7847070027675613e-07
