Initial_POC_Density,Ext_O2,Radius_mm,Ext_NO3,Anoxia_Duration_hr,Resp_Rate_nmol_C_mm3_hr,N2O_Net_Domain_SMS_mmol,N2O_Net_Core_SMS_mmol,N2O_Yield_molN2O_per_molC,N2_Net_Domain_SMS_mmol,C_Consumed_Core_mmol,Frac_Oxic_Core,Frac_Den1_Core,Frac_Den2_Core,Frac_Den3_Core,Oxic_C_Core_mmol,Den1_C_Core_mmol,Den2_C_Core_mmol,Den3_C_Core_mmol,Frac_Oxic_Domain,Frac_Den1_Domain,Frac_Den2_Domain,Frac_Den3_Domain,Oxic_C_Domain_mmol,Den1_C_Domain_mmol,Den2_C_Domain_mmol,Den3_C_Domain_mmol,C_Consumed_Domain_mmol,O2_Consumed_Core_mmol,NO3_Consumed_Core_mmol,DOC_Leakage_Core_mmol
200000.0,1.0,1.0,32.85714340209961,15.050267219543457,0.20706483721733093,3.8818143272517406e-07,-4.4665574259138153e-07,0.015191511483341727,2.6318316106407923e-06,9.647232191637876e-06,0.06739560813206796,0.6421074822379462,0.1798008269822221,0.11069608264776375,6.501810082747909e-07,6.194559286476834e-06,1.7345801338695531e-06,1.067910693630894e-06,0.344415005272137,0.5038458365389242,0.10570769472774544,0.046031463461193335,8.800673024030221e-06,1.2874533321782582e-05,2.701098509595487e-06,1.1762201197345161e-06,2.5552522087801135e-05,7.267569453254635e-07,1.3788823108698317e-05,0.0019115086532393438
200000.0,4.4285712242126465,1.0,32.85714340209961,2.1791508197784424,0.22669653594493866,7.589650612274885e-08,5.682232909677143e-08,0.0188114537032011,7.015905982863535e-10,1.5292704250335947e-06,0.6148641073966494,0.3516440794350739,0.033453561920406875,3.8251247869858756e-05,9.402934488417314e-07,5.377588645022008e-07,5.115954035334087e-08,5.849649922539196e-11,0.7808633266221201,0.20216663297231888,0.01694558701520758,2.4453390353431082e-05,3.1504635747055547e-06,8.156595289925543e-07,6.836850038066903e-08,9.865941062925884e-11,4.034590166194e-06,1.0506571909152927e-06,1.192835368563316e-06,0.0002766377876047936
200000.0,7.857142925262451,1.0,32.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,11.285714149475098,1.0,32.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,14.714285850524902,1.0,32.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,18.14285659790039,1.0,32.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,21.571428298950195,1.0,32.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,25.0,1.0,32.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,1.0,1.0,38.57143020629883,15.061528205871582,0.2074781209230423,3.8866694792446514e-07,-4.4727648387540884e-07,0.015176913199347258,2.6349142343295735e-06,9.673718975946352e-06,0.0672621302491449,0.6427021421018487,0.17951211919324064,0.11052360845576578,6.506749277579816e-07,6.217319735979322e-06,1.7365497458241586e-06,1.069174298838403e-06,0.3439086907043203,0.5045091996646157,0.10559863011317212,0.04598347951789184,8.807187703486162e-06,1.2920020167219435e-05,2.704284543472951e-06,1.1775949440070294e-06,2.5609090782780604e-05,7.273092845350978e-07,1.3839493966483467e-05,0.001912919604499727
200000.0,4.4285712242126465,1.0,38.57143020629883,2.184166193008423,0.22689372301101685,7.611553072163417e-08,5.6986706764698696e-08,0.018813075681581155,7.035742778983486e-10,1.5341233869846057e-06,0.6143292108438165,0.35218838923719264,0.03344417643191135,3.822348707956631e-05,9.424567520656727e-07,5.403004115331112e-07,5.1307490087011143e-08,5.863954187714964e-11,0.780474040113677,0.2025544871186436,0.01694702801759441,2.444475008481947e-05,3.1577079938385473e-06,8.195121045528281e-07,6.85657217185204e-08,9.890064087074211e-11,4.045884469393524e-06,1.053074561287447e-06,1.1984835898356947e-06,0.0002772731418678072
