Initial_POC,Anoxia_Duration_min
47000.0,4.883333333333334
147750.0,4.95
248500.0,5.033333333333333
349250.0,5.116666666666667
450000.0,5.2
487500.0,5.233333333333333
525000.0,5.266666666666667
562500.0,5.3
600000.0,5.333333333333333
637500.0,5.366666666666667
675000.0,5.416666666666667
712500.0,5.45
750000.0,5.483333333333333
833333.3333333334,5.583333333333333
916666.6666666666,5.683333333333334
1000000.0,5.8
