Initial_POC,Anoxia_Duration_min
47000.0,5.833333333333333
240285.7142857143,6.033333333333333
433571.4285714286,6.283333333333333
626857.1428571428,6.566666666666666
820142.8571428572,6.9
1013428.5714285715,7.333333333333333
1206714.2857142857,7.933333333333334
1400000.0,8.883333333333335
