Initial_POC,Anoxia_Duration_min
47000.0,3.033333333333333
147750.0,3.05
248500.0,3.0666666666666664
349250.0,3.0833333333333335
450000.0,3.1
487500.0,3.1166666666666667
525000.0,3.1166666666666667
562500.0,3.1166666666666667
600000.0,3.1333333333333333
637500.0,3.1333333333333333
675000.0,3.15
712500.0,3.15
750000.0,3.15
833333.3333333334,3.1666666666666665
916666.6666666666,3.183333333333333
1000000.0,3.2
