Time_min,Amp_Factor,Amp_Numeric,Min_Core_O2
2.6666666666666665,1000x,1000,0.0
2.75,1000x,1000,0.0
2.8333333333333335,1000x,1000,0.0
2.9166666666666665,1000x,1000,0.0
3.0,1000x,1000,0.0
3.0833333333333335,1000x,1000,0.0
3.1666666666666665,1000x,1000,0.0
3.25,1000x,1000,0.0
3.3333333333333335,1000x,1000,0.0
3.4166666666666665,1000x,1000,0.0
3.5,1000x,1000,0.0
3.5833333333333335,1000x,1000,0.0
3.6666666666666665,1000x,1000,0.0
3.75,1000x,1000,0.0
3.8333333333333335,1000x,1000,0.0
3.9166666666666665,1000x,1000,0.0
4.0,1000x,1000,0.0
4.083333333333333,1000x,1000,0.000111690926
4.166666666666667,1000x,1000,0.000628295
4.25,1000x,1000,0.0021296984
4.333333333333333,1000x,1000,0.004323159
4.416666666666667,1000x,1000,0.00781831
4.5,1000x,1000,0.014968763
4.583333333333333,1000x,1000,0.02827753
4.666666666666667,1000x,1000,0.050973397
4.75,1000x,1000,0.083587915
4.833333333333333,1000x,1000,0.11903984
4.916666666666667,1000x,1000,0.16982543
5.0,1000x,1000,0.23747024
5.083333333333333,1000x,1000,0.32171363
5.166666666666667,1000x,1000,0.42070642
5.25,1000x,1000,0.53165746
5.333333333333333,1000x,1000,0.6515764
5.416666666666667,1000x,1000,0.7778038
5.5,1000x,1000,0.9082242
5.583333333333333,1000x,1000,1.0412993
5.666666666666667,1000x,1000,1.175962
5.75,1000x,1000,1.3115046
5.833333333333333,1000x,1000,1.4474165
5.916666666666667,1000x,1000,1.5832983
6.0,1000x,1000,1.7188207
6.083333333333333,1000x,1000,1.8535972
6.166666666666667,1000x,1000,1.9873188
6.25,1000x,1000,2.1196175
6.333333333333333,1000x,1000,2.2501364
6.416666666666667,1000x,1000,2.3786511
6.5,1000x,1000,2.5049114
6.583333333333333,1000x,1000,2.6287384
6.666666666666667,1000x,1000,2.7499459
6.75,1000x,1000,2.8684454
6.833333333333333,1000x,1000,2.9841144
6.916666666666667,1000x,1000,3.0968294
7.0,1000x,1000,3.2065458
7.083333333333333,1000x,1000,3.313228
7.166666666666667,1000x,1000,3.416843
7.25,1000x,1000,3.5173535
7.333333333333333,1000x,1000,3.6147773
7.416666666666667,1000x,1000,3.709118
7.5,1000x,1000,3.800374
7.583333333333333,1000x,1000,3.8885887
7.666666666666667,1000x,1000,3.9738042
7.75,1000x,1000,4.0560484
7.833333333333333,1000x,1000,4.135359
7.916666666666667,1000x,1000,4.211786
8.0,1000x,1000,4.2854114
8.083333333333334,1000x,1000,4.3562946
8.166666666666666,1000x,1000,4.4244595
8.25,1000x,1000,4.4897385
8.333333333333334,1000x,1000,4.551938
8.416666666666666,1000x,1000,4.61169
8.5,1000x,1000,4.669104
8.583333333333334,1000x,1000,4.724288
8.666666666666666,1000x,1000,4.7772923
8.75,1000x,1000,4.828165
8.833333333333334,1000x,1000,4.877038
8.916666666666666,1000x,1000,4.923993
9.0,1000x,1000,4.9691725
9.083333333333334,1000x,1000,5.012661
9.166666666666666,1000x,1000,5.0544796
9.25,1000x,1000,5.094697
9.333333333333334,1000x,1000,5.1334314
9.416666666666666,1000x,1000,5.1707764
9.5,1000x,1000,5.206734
9.583333333333334,1000x,1000,5.241335
9.666666666666666,1000x,1000,5.2746105
9.75,1000x,1000,5.3065834
9.833333333333334,1000x,1000,5.337185
9.916666666666666,1000x,1000,5.3664665
0.0,5000x,5000,9.851406
0.08333333333333333,5000x,5000,0.0
0.16666666666666666,5000x,5000,0.0
0.25,5000x,5000,0.0
0.3333333333333333,5000x,5000,0.0
0.4166666666666667,5000x,5000,0.0
0.5,5000x,5000,0.0
0.5833333333333334,5000x,5000,0.0
0.6666666666666666,5000x,5000,0.0
0.75,5000x,5000,0.0
0.8333333333333334,5000x,5000,0.0
0.9166666666666666,5000x,5000,0.0
1.0,5000x,5000,0.0
1.0833333333333333,5000x,5000,0.0
1.1666666666666667,5000x,5000,0.0
1.25,5000x,5000,0.0
1.3333333333333333,5000x,5000,0.0
1.4166666666666667,5000x,5000,0.0
1.5,5000x,5000,0.0
1.5833333333333333,5000x,5000,0.0
1.6666666666666667,5000x,5000,0.0
1.75,5000x,5000,0.0
1.8333333333333333,5000x,5000,0.0
1.9166666666666667,5000x,5000,0.0
2.0,5000x,5000,0.0
2.0833333333333335,5000x,5000,0.0
2.1666666666666665,5000x,5000,0.0
2.25,5000x,5000,0.0
2.3333333333333335,5000x,5000,0.0
2.4166666666666665,5000x,5000,0.0
2.5,5000x,5000,0.0
2.5833333333333335,5000x,5000,0.0
2.6666666666666665,5000x,5000,0.0
2.75,5000x,5000,0.0
2.8333333333333335,5000x,5000,0.0
2.9166666666666665,5000x,5000,0.0
3.0,5000x,5000,0.0
3.0833333333333335,5000x,5000,0.0
3.1666666666666665,5000x,5000,0.0
3.25,5000x,5000,0.0
3.3333333333333335,5000x,5000,0.0
3.4166666666666665,5000x,5000,0.0
3.5,5000x,5000,0.0
3.5833333333333335,5000x,5000,0.0
3.6666666666666665,5000x,5000,0.0
3.75,5000x,5000,0.0
3.8333333333333335,5000x,5000,0.0
3.9166666666666665,5000x,5000,0.0
4.0,5000x,5000,0.0
4.083333333333333,5000x,5000,0.0
4.166666666666667,5000x,5000,0.0
4.25,5000x,5000,0.0
4.333333333333333,5000x,5000,0.0
4.416666666666667,5000x,5000,0.0
4.5,5000x,5000,0.0
4.583333333333333,5000x,5000,0.0
4.666666666666667,5000x,5000,0.0
4.75,5000x,5000,0.0
4.833333333333333,5000x,5000,0.0
4.916666666666667,5000x,5000,0.0
5.0,5000x,5000,0.0
5.083333333333333,5000x,5000,0.0
5.166666666666667,5000x,5000,0.0
5.25,5000x,5000,0.0
5.333333333333333,5000x,5000,0.0
5.416666666666667,5000x,5000,0.0
5.5,5000x,5000,0.0
5.583333333333333,5000x,5000,0.0
5.666666666666667,5000x,5000,0.0
5.75,5000x,5000,0.0
5.833333333333333,5000x,5000,0.0
5.916666666666667,5000x,5000,0.0
6.0,5000x,5000,0.0
6.083333333333333,5000x,5000,0.0
6.166666666666667,5000x,5000,0.0
6.25,5000x,5000,0.0
6.333333333333333,5000x,5000,0.0
6.416666666666667,5000x,5000,0.0
6.5,5000x,5000,0.0
6.583333333333333,5000x,5000,0.0
6.666666666666667,5000x,5000,0.0
6.75,5000x,5000,0.0
6.833333333333333,5000x,5000,0.0
6.916666666666667,5000x,5000,0.0
7.0,5000x,5000,0.0
7.083333333333333,5000x,5000,0.0
7.166666666666667,5000x,5000,0.0
7.25,5000x,5000,0.0
7.333333333333333,5000x,5000,0.0
7.416666666666667,5000x,5000,0.0
7.5,5000x,5000,0.0
7.583333333333333,5000x,5000,0.0
7.666666666666667,5000x,5000,0.0
7.75,5000x,5000,0.0
7.833333333333333,5000x,5000,0.0
7.916666666666667,5000x,5000,0.0
8.0,5000x,5000,2.2522767e-05
